Complexity metrics,terça, 7 nov. 2023 10:24:59 WET
Method,CogC,ev(G),iv(G),v(G)
"net.sf.freecol.common.util.RandomUtils.logArray(Logger, String, int[])",4,1,4,4
"net.sf.freecol.common.util.RandomUtils.randomDouble(Logger, String, Random)",2,1,3,3
"net.sf.freecol.common.util.RandomUtils.randomFloat(Logger, String, Random)",2,1,3,3
"net.sf.freecol.common.util.RandomUtils.randomInt(Logger, String, Random, int)",1,1,2,2
"net.sf.freecol.common.util.RandomUtils.randomInts(Logger, String, Random, int, int)",0,1,1,1
"net.sf.freecol.common.util.RandomUtils.randomShuffle(Logger, String, List<?>, Random)",4,2,4,5
net.sf.freecol.common.util.StringUtils.capitalize(String),0,1,1,1
"net.sf.freecol.common.util.StringUtils.capitalize(String, Locale)",2,1,3,3
"net.sf.freecol.common.util.StringUtils.chop(String, int)",1,1,2,2
net.sf.freecol.common.util.StringUtils.downCase(String),0,1,1,1
"net.sf.freecol.common.util.StringUtils.downCase(String, Locale)",2,1,3,3
"net.sf.freecol.common.util.StringUtils.firstPart(String, String)",2,1,3,3
net.sf.freecol.common.util.StringUtils.getBreakingPoint(String),0,1,1,1
"net.sf.freecol.common.util.StringUtils.getBreakingPoint(String, String)",4,4,3,4
net.sf.freecol.common.util.StringUtils.getEnumKey(Enum<?>),7,4,4,5
"net.sf.freecol.common.util.StringUtils.join(String, Collection<String>)",0,1,1,1
"net.sf.freecol.common.util.StringUtils.join(String, String...)",5,2,3,4
"net.sf.freecol.common.util.StringUtils.lastPart(String, String)",2,1,3,3
"net.sf.freecol.common.util.StringUtils.splitText(String, String, FontMetrics, int)",27,8,8,12
net.sf.freecol.common.util.StringUtils.upCase(String),0,1,1,1
"net.sf.freecol.common.util.StringUtils.upCase(String, Locale)",2,1,3,3
"net.sf.freecol.common.util.Utils.delay(long, String)",4,1,3,3
net.sf.freecol.common.util.Utils.deleteFile(File),2,1,3,3
net.sf.freecol.common.util.Utils.deleteFiles(List<File>),1,1,2,2
net.sf.freecol.common.util.Utils.determineDpi(GraphicsDevice),1,2,1,2
"net.sf.freecol.common.util.Utils.directoryAllPresent(File, String...)",5,4,4,6
"net.sf.freecol.common.util.Utils.equals(T, T)",1,1,2,2
"net.sf.freecol.common.util.Utils.fileAnySuffix(File, String...)",5,4,4,6
net.sf.freecol.common.util.Utils.garbageCollect(),0,1,1,1
"net.sf.freecol.common.util.Utils.getF8W(File, boolean)",2,1,3,3
net.sf.freecol.common.util.Utils.getFileUTF8AppendWriter(File),0,1,1,1
net.sf.freecol.common.util.Utils.getFileUTF8Reader(File),1,1,2,2
net.sf.freecol.common.util.Utils.getFileUTF8Writer(File),0,1,1,1
net.sf.freecol.common.util.Utils.getGoodGraphicsDevice(),2,1,1,3
net.sf.freecol.common.util.Utils.getRandomState(Random),1,1,2,2
net.sf.freecol.common.util.Utils.getUTF8Contents(File),5,1,4,4
net.sf.freecol.common.util.Utils.getUTF8Writer(OutputStream),0,1,1,1
net.sf.freecol.common.util.Utils.hashCode(Object),1,1,2,2
net.sf.freecol.common.util.Utils.isHeadless(),0,1,1,1
"net.sf.freecol.common.util.Utils.makeTransformer(boolean, boolean)",3,1,4,4
net.sf.freecol.common.util.Utils.now(),0,1,1,1
net.sf.freecol.common.util.Utils.restoreRandomState(String),4,2,4,5
net.sf.freecol.common.utils.AllTests.suite(),0,1,1,1
net.sf.freecol.common.utils.UtilsTest.makeList(int...),1,1,2,2
net.sf.freecol.common.utils.UtilsTest.testComparator(),0,1,1,1
net.sf.freecol.common.utils.UtilsTest.testGetPermutations(),1,1,2,2
net.sf.freecol.metaserver.MetaRegister.MetaRegister(),0,1,1,1
net.sf.freecol.metaserver.MetaRegister.addServer(ServerInfo),2,3,3,3
net.sf.freecol.metaserver.MetaRegister.canConnectToServer(ServerInfo),1,1,1,2
"net.sf.freecol.metaserver.MetaRegister.getServer(String, int)",2,2,2,2
net.sf.freecol.metaserver.MetaRegister.getServers(),0,1,1,1
"net.sf.freecol.metaserver.MetaRegister.indexOf(String, int)",4,3,3,4
net.sf.freecol.metaserver.MetaRegister.removeDeadServers(),3,1,3,3
"net.sf.freecol.metaserver.MetaRegister.removeServer(String, int)",2,1,2,2
net.sf.freecol.metaserver.MetaRegister.startCleanupTimer(),2,1,2,2
net.sf.freecol.metaserver.MetaRegister.updateServer(ServerInfo),2,1,2,2
net.sf.freecol.metaserver.MetaServer.MetaServer(int),0,1,1,1
net.sf.freecol.metaserver.MetaServer.getConnection(Socket),0,1,1,1
net.sf.freecol.metaserver.MetaServer.getMetaServerHandler(),0,1,1,1
net.sf.freecol.metaserver.MetaServer.getPort(),0,1,1,1
net.sf.freecol.metaserver.MetaServer.main(String[]),2,1,3,3
net.sf.freecol.metaserver.MetaServer.removeConnection(Connection),0,1,1,1
net.sf.freecol.metaserver.MetaServer.run(),3,1,3,3
net.sf.freecol.metaserver.MetaServer.shutdown(),2,1,3,3
"net.sf.freecol.metaserver.MetaServerHandler.MetaServerHandler(MetaServer, MetaRegister)",0,1,1,1
net.sf.freecol.metaserver.MetaServerHandler.disconnect(Connection),0,1,1,1
"net.sf.freecol.metaserver.MetaServerHandler.handle(Connection, Message)",2,2,1,7
net.sf.freecol.metaserver.MetaServerHandler.read(Connection),0,1,1,1
net.sf.freecol.metaserver.MetaServerHandler.register(RegisterServerMessage),0,1,1,1
net.sf.freecol.metaserver.MetaServerHandler.remove(RemoveServerMessage),0,1,1,1
net.sf.freecol.metaserver.MetaServerHandler.serverList(),0,1,1,1
net.sf.freecol.metaserver.MetaServerHandler.update(UpdateServerMessage),0,1,1,1
net.sf.freecol.server.AllTests.suite(),0,1,1,1
"net.sf.freecol.server.FreeColServer.FreeColServer(FreeColSavegameFile, Specification, InetAddress, int, String)",1,1,2,2
"net.sf.freecol.server.FreeColServer.FreeColServer(String, InetAddress, int)",0,1,1,1
"net.sf.freecol.server.FreeColServer.FreeColServer(boolean, boolean, Specification, InetAddress, int, String)",0,1,1,1
net.sf.freecol.server.FreeColServer.ServerState.ServerState(int),0,1,1,1
net.sf.freecol.server.FreeColServer.ServerState.getMetaServerState(),0,1,1,1
net.sf.freecol.server.FreeColServer.addAIConnection(Player),0,1,1,1
net.sf.freecol.server.FreeColServer.addNewUserConnection(Socket),1,1,2,2
net.sf.freecol.server.FreeColServer.addPlayerConnection(Connection),1,1,1,2
net.sf.freecol.server.FreeColServer.buildGame(),17,1,8,8
net.sf.freecol.server.FreeColServer.changeServerState(ServerState),1,1,1,2
"net.sf.freecol.server.FreeColServer.createServer(InetAddress, int)",11,3,6,7
net.sf.freecol.server.FreeColServer.endGame(),3,3,2,3
net.sf.freecol.server.FreeColServer.exploreMapForAllPlayers(boolean),4,1,4,4
"net.sf.freecol.server.FreeColServer.generateEmptyMap(int, int)",0,1,1,1
net.sf.freecol.server.FreeColServer.generateMap(boolean),3,1,3,3
net.sf.freecol.server.FreeColServer.getAIMain(),0,1,1,1
net.sf.freecol.server.FreeColServer.getAIPlayer(Player),0,1,1,1
net.sf.freecol.server.FreeColServer.getController(),1,1,1,2
net.sf.freecol.server.FreeColServer.getGame(),0,1,1,1
net.sf.freecol.server.FreeColServer.getHost(),1,1,2,2
net.sf.freecol.server.FreeColServer.getInGameController(),0,1,1,1
net.sf.freecol.server.FreeColServer.getInputHandler(),1,2,1,2
net.sf.freecol.server.FreeColServer.getIntegrity(),0,1,1,1
net.sf.freecol.server.FreeColServer.getMapGenerator(),0,1,1,1
net.sf.freecol.server.FreeColServer.getName(),0,1,1,1
net.sf.freecol.server.FreeColServer.getPlayer(Connection),0,1,1,1
net.sf.freecol.server.FreeColServer.getPort(),1,1,2,2
net.sf.freecol.server.FreeColServer.getPreGameController(),0,1,1,1
net.sf.freecol.server.FreeColServer.getPublicServer(),0,1,1,1
net.sf.freecol.server.FreeColServer.getServer(),0,1,1,1
net.sf.freecol.server.FreeColServer.getServerInfo(),2,1,4,4
net.sf.freecol.server.FreeColServer.getServerRandom(),0,1,1,1
net.sf.freecol.server.FreeColServer.getServerState(),0,1,1,1
net.sf.freecol.server.FreeColServer.getSinglePlayer(),0,1,1,1
net.sf.freecol.server.FreeColServer.getSpecification(),1,1,2,2
net.sf.freecol.server.FreeColServer.getUserConnectionHandler(),0,1,1,1
net.sf.freecol.server.FreeColServer.loadGame(FreeColSavegameFile),0,1,1,1
"net.sf.freecol.server.FreeColServer.loadGame(FreeColSavegameFile, Specification)",9,1,5,9
net.sf.freecol.server.FreeColServer.makeAIPlayer(Nation),0,1,1,1
"net.sf.freecol.server.FreeColServer.readGame(File, Specification, FreeColServer)",2,1,3,3
"net.sf.freecol.server.FreeColServer.readGame(FreeColSavegameFile, Specification, FreeColServer)",20,8,11,13
"net.sf.freecol.server.FreeColServer.readMap(File, Specification)",1,1,2,2
net.sf.freecol.server.FreeColServer.registerWithMetaServer(),1,2,1,2
net.sf.freecol.server.FreeColServer.removeFromMetaServer(),1,2,1,2
net.sf.freecol.server.FreeColServer.removePlayerConnection(Player),1,1,2,2
"net.sf.freecol.server.FreeColServer.saveGame(File, OptionGroup, Unit)",0,1,1,1
"net.sf.freecol.server.FreeColServer.saveGame(File, String, OptionGroup, Unit, BufferedImage)",6,1,7,7
"net.sf.freecol.server.FreeColServer.saveMapEditorGame(File, BufferedImage)",0,1,1,1
"net.sf.freecol.server.FreeColServer.sendToAll(Message, Connection)",0,1,1,1
"net.sf.freecol.server.FreeColServer.sendToAll(Message, Player)",1,1,2,2
net.sf.freecol.server.FreeColServer.setAIMain(AIMain),0,1,1,1
net.sf.freecol.server.FreeColServer.setGame(ServerGame),0,1,1,1
net.sf.freecol.server.FreeColServer.setMapGenerator(MapGenerator),0,1,1,1
net.sf.freecol.server.FreeColServer.setName(String),0,1,1,1
net.sf.freecol.server.FreeColServer.setPublicServer(boolean),0,1,1,1
net.sf.freecol.server.FreeColServer.setServerRandom(Random),0,1,1,1
net.sf.freecol.server.FreeColServer.setSinglePlayer(boolean),0,1,1,1
net.sf.freecol.server.FreeColServer.shutdown(),0,1,1,1
net.sf.freecol.server.FreeColServer.startGame(),3,1,2,4
net.sf.freecol.server.FreeColServer.updateMetaServer(),1,2,1,2
net.sf.freecol.server.FreeColServer.waitForGame(),3,3,2,3
net.sf.freecol.server.SaveLoadTest.tearDown(),0,1,1,1
net.sf.freecol.server.SaveLoadTest.testDelayedLoading(),1,1,2,2
net.sf.freecol.server.SaveLoadTest.testImmediateLoading(),0,1,1,1
net.sf.freecol.server.SaveLoadTest.testImport(),1,1,2,2
net.sf.freecol.server.ServerTestHelper.createRandomSaveGame(),2,1,3,3
net.sf.freecol.server.ServerTestHelper.getInGameController(),0,1,1,1
net.sf.freecol.server.ServerTestHelper.getServer(),0,1,1,1
net.sf.freecol.server.ServerTestHelper.newTurn(),0,1,1,1
net.sf.freecol.server.ServerTestHelper.setRandom(Random),0,1,1,1
net.sf.freecol.server.ServerTestHelper.setServer(FreeColServer),0,1,1,1
"net.sf.freecol.server.ServerTestHelper.startServer(File, boolean, boolean)",0,1,1,1
"net.sf.freecol.server.ServerTestHelper.startServer(File, boolean, boolean, int, String)",1,1,2,2
"net.sf.freecol.server.ServerTestHelper.startServer(boolean, boolean)",0,1,1,1
"net.sf.freecol.server.ServerTestHelper.startServer(boolean, boolean, Specification)",0,1,1,1
"net.sf.freecol.server.ServerTestHelper.startServer(boolean, boolean, Specification, int, String)",1,1,2,2
net.sf.freecol.server.ServerTestHelper.startServerGame(Map),0,1,1,1
"net.sf.freecol.server.ServerTestHelper.startServerGame(Map, Specification)",2,1,3,3
net.sf.freecol.server.ServerTestHelper.stopServer(),1,1,2,2
net.sf.freecol.server.ServerTestHelper.stopServerGame(),0,1,1,1
"net.sf.freecol.server.ai.AIColony.AIColony(AIMain, Colony)",0,1,1,1
"net.sf.freecol.server.ai.AIColony.AIColony(AIMain, FreeColXMLReader)",0,1,1,1
"net.sf.freecol.server.ai.AIColony.AIColony(AIMain, String)",0,1,1,1
net.sf.freecol.server.ai.AIColony.addExportGoods(AIGoods),0,1,1,1
net.sf.freecol.server.ai.AIColony.addTileImprovementPlan(TileImprovementPlan),0,1,1,1
net.sf.freecol.server.ai.AIColony.addWish(Wish),0,1,1,1
net.sf.freecol.server.ai.AIColony.avertAutoDestruction(),13,5,8,8
net.sf.freecol.server.ai.AIColony.baseInitialize(),1,2,1,2
"net.sf.freecol.server.ai.AIColony.checkIntegrity(boolean, LogBuilder)",2,1,3,3
net.sf.freecol.server.ai.AIColony.clearExportGoods(),0,1,1,1
net.sf.freecol.server.ai.AIColony.clearTileImprovementPlans(),0,1,1,1
net.sf.freecol.server.ai.AIColony.clearWishes(),0,1,1,1
"net.sf.freecol.server.ai.AIColony.completeWish(Goods, LogBuilder)",1,1,2,2
"net.sf.freecol.server.ai.AIColony.completeWish(TransportableAIObject, LogBuilder)",4,4,4,4
"net.sf.freecol.server.ai.AIColony.completeWish(Unit, LogBuilder)",1,1,2,2
"net.sf.freecol.server.ai.AIColony.completeWish(Wish, String, LogBuilder)",1,2,2,2
net.sf.freecol.server.ai.AIColony.dispose(),2,1,4,4
net.sf.freecol.server.ai.AIColony.dropExportGoods(AIGoods),1,1,2,2
net.sf.freecol.server.ai.AIColony.exploreLCRs(),15,6,7,9
net.sf.freecol.server.ai.AIColony.getAIOwner(),0,1,1,1
net.sf.freecol.server.ai.AIColony.getAIUnit(Unit),0,1,1,1
net.sf.freecol.server.ai.AIColony.getColony(),0,1,1,1
net.sf.freecol.server.ai.AIColony.getExportGoods(),0,1,1,1
net.sf.freecol.server.ai.AIColony.getGoodsWishes(),0,1,1,1
"net.sf.freecol.server.ai.AIColony.getPlanFor(Tile, List<TileImprovementPlan>)",0,1,1,1
net.sf.freecol.server.ai.AIColony.getPlannedBuildableTypes(),1,1,2,2
net.sf.freecol.server.ai.AIColony.getTileImprovementPlans(),0,1,1,1
net.sf.freecol.server.ai.AIColony.getWishes(),0,1,1,1
net.sf.freecol.server.ai.AIColony.getWorkerWishes(),0,1,1,1
net.sf.freecol.server.ai.AIColony.getXMLTagName(),0,1,1,1
"net.sf.freecol.server.ai.AIColony.goodsLog(AIGoods, String, LogBuilder)",5,1,6,6
net.sf.freecol.server.ai.AIColony.isBadlyDefended(),0,1,1,1
net.sf.freecol.server.ai.AIColony.planToString(),4,2,4,5
net.sf.freecol.server.ai.AIColony.propertyChange(PropertyChangeEvent),17,4,9,9
net.sf.freecol.server.ai.AIColony.readAttributes(FreeColXMLReader),0,1,1,1
net.sf.freecol.server.ai.AIColony.readChild(FreeColXMLReader),6,1,6,6
net.sf.freecol.server.ai.AIColony.readChildren(FreeColXMLReader),0,1,1,1
net.sf.freecol.server.ai.AIColony.rearrangeColony(LogBuilder),59,14,33,42
net.sf.freecol.server.ai.AIColony.removeExportGoods(AIGoods),1,1,1,2
net.sf.freecol.server.ai.AIColony.removeTileImprovementPlan(TileImprovementPlan),0,1,1,1
net.sf.freecol.server.ai.AIColony.requestRearrange(),0,1,1,1
"net.sf.freecol.server.ai.AIColony.requireGoodsWish(GoodsType, int, int, LogBuilder)",3,1,3,3
"net.sf.freecol.server.ai.AIColony.requireWorkerWish(UnitType, boolean, int, LogBuilder)",3,1,3,3
net.sf.freecol.server.ai.AIColony.resetExports(),20,1,14,14
net.sf.freecol.server.ai.AIColony.setExportGoods(List<AIGoods>),0,1,1,1
net.sf.freecol.server.ai.AIColony.setInitialized(),0,1,1,1
net.sf.freecol.server.ai.AIColony.sortExportGoods(),1,2,1,2
net.sf.freecol.server.ai.AIColony.stealTiles(LogBuilder),20,4,12,15
net.sf.freecol.server.ai.AIColony.stopUsing(WorkLocation),2,1,3,3
net.sf.freecol.server.ai.AIColony.update(LogBuilder),0,1,1,1
net.sf.freecol.server.ai.AIColony.updateExportGoods(LogBuilder),58,6,15,21
net.sf.freecol.server.ai.AIColony.updateGoodsWishes(LogBuilder),31,8,13,17
net.sf.freecol.server.ai.AIColony.updateTileImprovementPlans(LogBuilder),33,6,15,20
net.sf.freecol.server.ai.AIColony.updateWishes(LogBuilder),0,1,1,1
net.sf.freecol.server.ai.AIColony.updateWorkerWishes(LogBuilder),17,4,11,12
net.sf.freecol.server.ai.AIColony.writeChildren(FreeColXMLWriter),15,7,6,11
"net.sf.freecol.server.ai.AIColonyTest.decorateMap(Game, boolean)",1,1,2,2
net.sf.freecol.server.ai.AIColonyTest.getToolsBuilder(AIColony),7,3,5,6
net.sf.freecol.server.ai.AIColonyTest.tearDown(),0,1,1,1
net.sf.freecol.server.ai.AIColonyTest.testBestDefender(),0,1,1,1
net.sf.freecol.server.ai.AIColonyTest.testBuildersAllocNoRawMatTiles(),1,1,2,2
net.sf.freecol.server.ai.AIColonyTest.testBuildersAllocation(),3,3,2,3
net.sf.freecol.server.ai.AIColonyTest.testExpertAllocColonyHasEnoughRawMat(),0,1,1,1
"net.sf.freecol.server.ai.AIGoods.AIGoods(AIMain, FreeColXMLReader)",0,1,1,1
"net.sf.freecol.server.ai.AIGoods.AIGoods(AIMain, Location, GoodsType, int, Location)",0,1,1,1
"net.sf.freecol.server.ai.AIGoods.AIGoods(AIMain, String)",0,1,1,1
net.sf.freecol.server.ai.AIGoods.canMove(),0,1,1,1
net.sf.freecol.server.ai.AIGoods.carriableBy(Unit),0,1,1,1
"net.sf.freecol.server.ai.AIGoods.checkIntegrity(boolean, LogBuilder)",27,1,10,11
net.sf.freecol.server.ai.AIGoods.dispose(),8,1,5,5
net.sf.freecol.server.ai.AIGoods.equals(Object),2,2,3,4
"net.sf.freecol.server.ai.AIGoods.getDeliveryPath(Unit, Location)",5,1,5,5
net.sf.freecol.server.ai.AIGoods.getGoods(),0,1,1,1
net.sf.freecol.server.ai.AIGoods.getGoodsAmount(),0,1,1,1
net.sf.freecol.server.ai.AIGoods.getGoodsType(),0,1,1,1
"net.sf.freecol.server.ai.AIGoods.getIntermediatePath(Unit, Location)",0,1,1,1
net.sf.freecol.server.ai.AIGoods.getTransportDestination(),0,1,1,1
net.sf.freecol.server.ai.AIGoods.getTransportLocatable(),0,1,1,1
net.sf.freecol.server.ai.AIGoods.getTransportSource(),1,1,2,2
net.sf.freecol.server.ai.AIGoods.getXMLTagName(),0,1,1,1
net.sf.freecol.server.ai.AIGoods.hashCode(),0,1,1,1
net.sf.freecol.server.ai.AIGoods.invalidReason(),4,1,5,5
"net.sf.freecol.server.ai.AIGoods.joinTransport(Unit, Direction)",5,3,3,5
net.sf.freecol.server.ai.AIGoods.leaveTransport(),0,1,1,1
net.sf.freecol.server.ai.AIGoods.leaveTransport(Direction),1,2,1,2
net.sf.freecol.server.ai.AIGoods.leaveTransport(int),5,3,3,5
net.sf.freecol.server.ai.AIGoods.readAttributes(FreeColXMLReader),0,1,1,1
net.sf.freecol.server.ai.AIGoods.readChild(FreeColXMLReader),5,1,3,3
net.sf.freecol.server.ai.AIGoods.setGoods(Goods),0,1,1,1
net.sf.freecol.server.ai.AIGoods.setGoodsAmount(int),0,1,1,1
net.sf.freecol.server.ai.AIGoods.setInitialized(),0,1,1,1
net.sf.freecol.server.ai.AIGoods.setTransportDestination(Location),0,1,1,1
net.sf.freecol.server.ai.AIGoods.toString(),2,1,3,3
net.sf.freecol.server.ai.AIGoods.writeAttributes(FreeColXMLWriter),1,1,2,2
net.sf.freecol.server.ai.AIGoods.writeChildren(FreeColXMLWriter),1,1,2,2
"net.sf.freecol.server.ai.AIInGameInputHandler.AIInGameInputHandler(FreeColServer, Player, AIMain)",3,4,2,4
net.sf.freecol.server.ai.AIInGameInputHandler.getMyAIPlayer(),0,1,1,1
"net.sf.freecol.server.ai.AIInGameInputHandler.handle(Connection, Message)",0,1,1,1
net.sf.freecol.server.ai.AIInGameInputHandler.read(Connection),0,1,1,1
net.sf.freecol.server.ai.AIMain.AIMain(FreeColServer),0,1,1,1
"net.sf.freecol.server.ai.AIMain.AIMain(FreeColServer, FreeColXMLReader)",0,1,1,1
"net.sf.freecol.server.ai.AIMain.addAIObject(String, AIObject)",3,3,2,4
"net.sf.freecol.server.ai.AIMain.checkIntegrity(boolean, LogBuilder)",15,1,8,8
net.sf.freecol.server.ai.AIMain.checkSortConsistency(),16,6,4,10
net.sf.freecol.server.ai.AIMain.copyIn(T),2,2,2,3
net.sf.freecol.server.ai.AIMain.findNewObjects(boolean),6,3,4,5
net.sf.freecol.server.ai.AIMain.getAIColony(Colony),0,1,1,1
net.sf.freecol.server.ai.AIMain.getAIObject(FreeColGameObject),0,1,1,1
net.sf.freecol.server.ai.AIMain.getAIObject(String),0,1,1,1
"net.sf.freecol.server.ai.AIMain.getAIObject(String, Class<T>)",1,1,1,2
net.sf.freecol.server.ai.AIMain.getAIObjects(),0,1,1,1
net.sf.freecol.server.ai.AIMain.getAIPlayer(Player),0,1,1,1
net.sf.freecol.server.ai.AIMain.getAIStatistics(),4,1,3,3
net.sf.freecol.server.ai.AIMain.getAIUnit(Unit),0,1,1,1
net.sf.freecol.server.ai.AIMain.getFreeColServer(),0,1,1,1
net.sf.freecol.server.ai.AIMain.getGame(),0,1,1,1
net.sf.freecol.server.ai.AIMain.getNextId(),0,1,1,1
net.sf.freecol.server.ai.AIMain.getRandomSeed(String),0,1,1,1
net.sf.freecol.server.ai.AIMain.getSpecification(),0,1,1,1
net.sf.freecol.server.ai.AIMain.getXMLTagName(),0,1,1,1
"net.sf.freecol.server.ai.AIMain.ownerChanged(FreeColGameObject, Player, Player)",2,2,2,3
net.sf.freecol.server.ai.AIMain.readAttributes(FreeColXMLReader),0,1,1,1
net.sf.freecol.server.ai.AIMain.readChild(FreeColXMLReader),28,10,18,23
net.sf.freecol.server.ai.AIMain.readChildren(FreeColXMLReader),0,1,1,1
net.sf.freecol.server.ai.AIMain.removeAIObject(String),1,1,2,2
net.sf.freecol.server.ai.AIMain.removeFreeColGameObject(String),1,1,2,2
"net.sf.freecol.server.ai.AIMain.setFreeColGameObject(String, FreeColGameObject)",13,10,7,12
net.sf.freecol.server.ai.AIMain.shouldHaveAIObject(FreeColGameObject),6,1,3,4
net.sf.freecol.server.ai.AIMain.writeAttributes(FreeColXMLWriter),0,1,1,1
