Lines of code metrics,Wed, 8 Nov 2023 04:59:54 WET
Method,CLOC,JLOC,LOC,NCLOC,RLOC
net.sf.freecol.server.model.ServerUnitTest.testUnitLumberDelivery(),7,0,45,38,11.51%
net.sf.freecol.server.model.ServerUnitTest.testUnitPromotionWorkingInWorkTile(),8,0,47,39,12.02%
net.sf.freecol.server.model.Session.Session(String),5,6,16,10,8.51%
net.sf.freecol.server.model.Session.clearAll(),3,3,8,5,4.26%
net.sf.freecol.server.model.Session.complete(ChangeSet),8,11,16,5,8.51%
net.sf.freecol.server.model.Session.completeAll(ChangeSet),4,5,13,8,6.91%
net.sf.freecol.server.model.Session.findSession(Predicate<Session>),4,6,11,5,5.85%
net.sf.freecol.server.model.Session.getKey(),4,5,8,3,4.26%
net.sf.freecol.server.model.Session.getSession(String),4,6,11,5,5.85%
net.sf.freecol.server.model.Session.isComplete(),4,5,8,3,4.26%
"net.sf.freecol.server.model.Session.lookup(Class<T>, FreeColGameObject, FreeColGameObject)",4,9,13,4,6.91%
"net.sf.freecol.server.model.Session.lookup(Class<T>, String)",4,8,18,10,9.57%
"net.sf.freecol.server.model.Session.lookup(Class<T>, String, String)",6,11,16,5,8.51%
"net.sf.freecol.server.model.Session.makeSessionKey(Class, FreeColGameObject, FreeColGameObject)",4,8,13,5,6.91%
"net.sf.freecol.server.model.Session.makeSessionKey(Class, String, String)",6,10,16,6,8.51%
net.sf.freecol.server.model.Session.register(),3,3,8,5,4.26%
"net.sf.freecol.server.model.TimedSession.TimedSession(String, long)",6,7,17,10,32.08%
net.sf.freecol.server.model.TimedSession.cancel(),3,3,9,6,16.98%
net.sf.freecol.server.model.TimedSession.complete(ChangeSet),3,3,9,6,16.98%
net.sf.freecol.server.model.TimedSession.complete(boolean),7,n/a,n/a,1,18.87%
"net.sf.freecol.server.model.TurnTaker.csNewTurn(Random, LogBuilder, ChangeSet)",4,n/a,n/a,1,61.54%
net.sf.freecol.server.networking.DummyConnection.DummyConnection(String),4,5,8,3,10.26%
"net.sf.freecol.server.networking.DummyConnection.askMessage(Message, long)",3,3,14,11,17.95%
net.sf.freecol.server.networking.DummyConnection.close(),3,3,7,4,8.97%
net.sf.freecol.server.networking.DummyConnection.getOtherConnection(),4,5,8,3,10.26%
net.sf.freecol.server.networking.DummyConnection.isAlive(),3,3,7,4,8.97%
net.sf.freecol.server.networking.DummyConnection.sendMessage(Message),3,3,9,6,11.54%
net.sf.freecol.server.networking.DummyConnection.setOtherConnection(DummyConnection),4,5,8,3,10.26%
net.sf.freecol.server.networking.DummyConnection.toString(),3,3,7,4,8.97%
"net.sf.freecol.server.networking.Server.Server(FreeColServer, String, int)",5,9,19,10,8.76%
net.sf.freecol.server.networking.Server.addConnection(Connection),4,5,9,4,4.15%
net.sf.freecol.server.networking.Server.addDummyConnection(Connection),4,5,9,4,4.15%
net.sf.freecol.server.networking.Server.getConnection(Socket),4,7,10,3,4.61%
net.sf.freecol.server.networking.Server.getHost(),4,5,8,3,3.69%
net.sf.freecol.server.networking.Server.getPort(),4,5,8,3,3.69%
net.sf.freecol.server.networking.Server.removeConnection(Connection),4,5,8,3,3.69%
net.sf.freecol.server.networking.Server.run(),24,7,41,17,18.89%
net.sf.freecol.server.networking.Server.sendToAll(Message),4,5,8,3,3.69%
"net.sf.freecol.server.networking.Server.sendToAll(Message, Connection)",4,7,22,15,10.14%
net.sf.freecol.server.networking.Server.setCommsLogging(boolean),4,5,10,5,4.61%
net.sf.freecol.server.networking.Server.setMessageHandlerToAllConnections(MessageHandler),4,5,10,5,4.61%
net.sf.freecol.server.networking.Server.shutdown(),4,3,21,17,9.68%
net.sf.freecol.tools.ColonizationMapReader.main(String[]),8,0,78,77,50.98%
"net.sf.freecol.tools.ColonizationSaveGameReader.Colonist.Colonist(int, int, int)",0,0,5,5,9.62%
net.sf.freecol.tools.ColonizationSaveGameReader.Colonist.print(),0,0,6,6,11.54%
net.sf.freecol.tools.ColonizationSaveGameReader.ColonizationSaveGameReader(byte[]),0,0,3,3,1.78%
"net.sf.freecol.tools.ColonizationSaveGameReader.ColonyData.ColonyData(byte[], int)",0,0,19,19,51.35%
net.sf.freecol.tools.ColonizationSaveGameReader.ColonyData.print(),0,0,7,7,18.92%
net.sf.freecol.tools.ColonizationSaveGameReader.GameData.GameData(byte[]),0,0,6,6,30.00%
net.sf.freecol.tools.ColonizationSaveGameReader.GameData.getNumberOfColonies(),0,0,3,3,15.00%
net.sf.freecol.tools.ColonizationSaveGameReader.GameData.print(),0,0,5,5,25.00%
"net.sf.freecol.tools.ColonizationSaveGameReader.PlayerData.PlayerData(byte[], int)",0,0,5,5,31.25%
net.sf.freecol.tools.ColonizationSaveGameReader.PlayerData.print(),0,0,5,5,31.25%
"net.sf.freecol.tools.ColonizationSaveGameReader.getString(byte[], int, int)",0,0,6,6,3.55%
net.sf.freecol.tools.ColonizationSaveGameReader.main(String[]),0,0,11,11,6.51%
net.sf.freecol.tools.ColonizationSaveGameReader.run(),0,0,16,16,9.47%
net.sf.freecol.tools.DesktopEntry.main(String[]),4,7,76,69,87.36%
net.sf.freecol.tools.FSGConverter.FSGConverter(),4,3,6,2,3.61%
"net.sf.freecol.tools.FSGConverter.convertToXML(File, File)",9,13,19,6,11.45%
"net.sf.freecol.tools.FSGConverter.convertToXML(InputStream, OutputStream)",14,15,70,53,42.17%
net.sf.freecol.tools.FSGConverter.getFSGConverter(),4,4,13,8,7.83%
net.sf.freecol.tools.FSGConverter.main(String[]),4,5,32,27,19.28%
net.sf.freecol.tools.FSGConverter.printUsage(),3,3,12,9,7.23%
net.sf.freecol.tools.FlagTest.FlagTest(),0,0,51,51,27.72%
net.sf.freecol.tools.FlagTest.actionPerformed(ActionEvent),0,0,11,11,5.98%
"net.sf.freecol.tools.FlagTest.enable(Component[], boolean)",0,0,5,5,2.72%
net.sf.freecol.tools.FlagTest.getNumbers(int),0,0,7,7,3.80%
net.sf.freecol.tools.FlagTest.itemStateChanged(ItemEvent),1,0,44,43,23.91%
net.sf.freecol.tools.FlagTest.main(String[]),1,0,6,5,3.26%
net.sf.freecol.tools.FlagTest.setColors(),0,0,13,13,7.07%
"net.sf.freecol.tools.ForestMaker.ImageLocation.ImageLocation(BufferedImage, int, int)",0,0,5,5,13.16%
net.sf.freecol.tools.ForestMaker.ImageLocation.compareTo(ImageLocation),0,0,5,5,13.16%
net.sf.freecol.tools.ForestMaker.ImageLocation.equals(Object),3,3,11,8,28.95%
net.sf.freecol.tools.ForestMaker.ImageLocation.hashCode(),3,3,10,7,26.32%
net.sf.freecol.tools.ForestMaker.main(String[]),52,22,184,133,72.16%
net.sf.freecol.tools.GenerateDocumentation.generateDocumentation(String[]),1,0,44,43,23.04%
net.sf.freecol.tools.GenerateDocumentation.getResource(String),1,0,25,25,13.09%
net.sf.freecol.tools.GenerateDocumentation.localize(String),0,0,3,3,1.57%
"net.sf.freecol.tools.GenerateDocumentation.localize(String, String, String)",0,0,6,6,3.14%
net.sf.freecol.tools.GenerateDocumentation.main(String[]),1,0,9,8,4.71%
net.sf.freecol.tools.GenerateDocumentation.readResources(),0,0,21,21,10.99%
net.sf.freecol.tools.InstallerTranslations.main(String[]),8,0,90,82,45.92%
net.sf.freecol.tools.InstallerTranslations.readFile(File),0,0,20,20,10.20%
net.sf.freecol.tools.MapConverter.main(String[]),0,0,40,40,88.89%
net.sf.freecol.tools.MergeTranslations.main(String[]),0,0,60,60,70.59%
net.sf.freecol.tools.MergeTranslations.readFile(File),0,0,20,20,23.53%
net.sf.freecol.tools.RiverMaker.branchCount(int[]),0,0,9,9,6.98%
net.sf.freecol.tools.RiverMaker.getName(int[]),0,0,7,7,5.43%
net.sf.freecol.tools.RiverMaker.main(String[]),31,0,81,50,62.79%
net.sf.freecol.tools.RiverMaker.nextBranch(int[]),0,0,11,11,8.53%
net.sf.freecol.tools.SaveGameValidator.main(String[]),1,0,37,36,88.10%
net.sf.freecol.tools.Texture2Tile.closerToCorrectAspectWithoutDoublingHorizontally(BufferedImage),0,0,3,3,1.74%
"net.sf.freecol.tools.Texture2Tile.combineQuarterTiles(BufferedImage, BufferedImage)",0,0,16,16,9.30%
"net.sf.freecol.tools.Texture2Tile.createImageWithTextureFill(BufferedImage, int, int)",0,0,7,7,4.07%
net.sf.freecol.tools.Texture2Tile.createNonRotatedResult(BufferedImage),0,0,11,11,6.40%
"net.sf.freecol.tools.Texture2Tile.createRotatedImage(BufferedImage, int)",7,10,22,12,12.79%
net.sf.freecol.tools.Texture2Tile.createRotatedResult(BufferedImage),0,0,15,15,8.72%
"net.sf.freecol.tools.Texture2Tile.extractQuarterTileA(BufferedImage, int, int)",0,0,10,10,5.81%
"net.sf.freecol.tools.Texture2Tile.extractQuarterTileB(BufferedImage, int, int)",0,0,10,10,5.81%
"net.sf.freecol.tools.Texture2Tile.imageWithMaskApplied(BufferedImage, String)",0,0,5,5,2.91%
net.sf.freecol.tools.Texture2Tile.main(String[]),2,0,12,10,6.98%
net.sf.freecol.tools.Texture2Tile.printUsage(),0,0,11,11,6.40%
"net.sf.freecol.tools.Texture2Tile.seamlessRescaleTexture(BufferedImage, int, int)",8,0,12,4,6.98%
"net.sf.freecol.tools.Texture2Tile.seamlessRescaleTextureIfNeeded(BufferedImage, int, int)",0,0,13,13,7.56%
"net.sf.freecol.tools.Texture2Tile.tileThreeByThreeAndRescaledTo(BufferedImage, int, int)",4,10,15,5,8.72%
"net.sf.freecol.tools.TranslationReport.isInVariable(ArrayList<String>, String, String, String, int, boolean)",3,3,22,19,10.19%
net.sf.freecol.tools.TranslationReport.main(String[]),3,0,151,148,69.91%
net.sf.freecol.tools.TranslationReport.prettyPrint(int),3,3,11,8,5.09%
net.sf.freecol.tools.TranslationReport.shortenName(String),3,3,11,8,5.09%
net.sf.freecol.tools.TranslationReport.sort(ArrayList<String>),0,0,5,5,2.31%
net.sf.freecol.util.test.FreeColTestCase.IndianSettlementBuilder.IndianSettlementBuilder(Game),0,0,4,4,3.67%
net.sf.freecol.util.test.FreeColTestCase.IndianSettlementBuilder.build(),3,0,37,34,33.94%
net.sf.freecol.util.test.FreeColTestCase.IndianSettlementBuilder.capital(boolean),0,0,4,4,3.67%
"net.sf.freecol.util.test.FreeColTestCase.IndianSettlementBuilder.getSimpleName(Player, boolean)",0,0,4,4,3.67%
net.sf.freecol.util.test.FreeColTestCase.IndianSettlementBuilder.initialBravesInCamp(int),0,0,7,7,6.42%
net.sf.freecol.util.test.FreeColTestCase.IndianSettlementBuilder.missionary(Unit),0,0,4,4,3.67%
net.sf.freecol.util.test.FreeColTestCase.IndianSettlementBuilder.player(Player),0,0,8,8,7.34%
net.sf.freecol.util.test.FreeColTestCase.IndianSettlementBuilder.reset(),0,0,4,4,3.67%
net.sf.freecol.util.test.FreeColTestCase.IndianSettlementBuilder.setStartingParams(),4,0,12,8,11.01%
net.sf.freecol.util.test.FreeColTestCase.IndianSettlementBuilder.settlementTile(Tile),0,0,9,9,8.26%
net.sf.freecol.util.test.FreeColTestCase.IndianSettlementBuilder.skillToTeach(String),0,0,4,4,3.67%
net.sf.freecol.util.test.FreeColTestCase.MapBuilder.MapBuilder(Game),0,0,4,4,3.67%
net.sf.freecol.util.test.FreeColTestCase.MapBuilder.build(),0,0,21,21,19.27%
net.sf.freecol.util.test.FreeColTestCase.MapBuilder.completeWorkingGrid(),3,0,14,11,12.84%
net.sf.freecol.util.test.FreeColTestCase.MapBuilder.reset(),0,0,4,4,3.67%
net.sf.freecol.util.test.FreeColTestCase.MapBuilder.setBaseTileType(TileType),0,0,7,7,6.42%
"net.sf.freecol.util.test.FreeColTestCase.MapBuilder.setDimensions(int, int)",0,0,15,15,13.76%
net.sf.freecol.util.test.FreeColTestCase.MapBuilder.setExploredByAll(boolean),0,0,4,4,3.67%
net.sf.freecol.util.test.FreeColTestCase.MapBuilder.setStartingParams(),1,0,16,15,14.68%
"net.sf.freecol.util.test.FreeColTestCase.MapBuilder.setTileType(int, int, TileType)",0,0,14,14,12.84%
"net.sf.freecol.util.test.FreeColTestCase.addUnitTypeChange(String, UnitType, UnitType, int, int)",0,0,15,15,2.43%
"net.sf.freecol.util.test.FreeColTestCase.checkCombat(String, List<CombatEffectType>, CombatEffectType...)",4,7,29,22,4.69%
"net.sf.freecol.util.test.FreeColTestCase.checkGoods(String, List<AbstractGoods>, AbstractGoods...)",4,7,16,9,2.59%
net.sf.freecol.util.test.FreeColTestCase.clearWorkLocation(WorkLocation),5,8,16,8,2.59%
"net.sf.freecol.util.test.FreeColTestCase.fakeAttackResult(CombatEffectType, FreeColGameObject, FreeColGameObject)",4,4,28,24,4.53%
net.sf.freecol.util.test.FreeColTestCase.getCoastTestMap(TileType),0,0,3,3,0.49%
"net.sf.freecol.util.test.FreeColTestCase.getCoastTestMap(TileType, boolean)",12,15,38,21,6.15%
net.sf.freecol.util.test.FreeColTestCase.getGame(),9,10,16,6,2.59%
"net.sf.freecol.util.test.FreeColTestCase.getServerPlayer(Game, String)",4,7,10,3,1.62%
net.sf.freecol.util.test.FreeColTestCase.getSpecification(String),0,0,15,15,2.43%
net.sf.freecol.util.test.FreeColTestCase.getStandardColony(),4,5,8,3,1.29%
net.sf.freecol.util.test.FreeColTestCase.getStandardColony(int),4,7,10,3,1.62%
"net.sf.freecol.util.test.FreeColTestCase.getStandardColony(int, int, int)",5,10,22,12,3.56%
net.sf.freecol.util.test.FreeColTestCase.getStandardGame(),7,8,11,3,1.78%
net.sf.freecol.util.test.FreeColTestCase.getStandardGame(String),7,9,27,18,4.37%
net.sf.freecol.util.test.FreeColTestCase.getTestMap(),9,10,14,4,2.27%
net.sf.freecol.util.test.FreeColTestCase.getTestMap(TileType),9,12,17,5,2.75%
"net.sf.freecol.util.test.FreeColTestCase.getTestMap(TileType, boolean)",8,12,17,5,2.75%
net.sf.freecol.util.test.FreeColTestCase.getTestMap(boolean),0,0,5,5,0.81%
"net.sf.freecol.util.test.FreeColTestCase.nonServerBuildColony(Unit, Colony)",5,3,8,5,1.29%
"net.sf.freecol.util.test.FreeColTestCase.nonServerJoinColony(Unit, Colony)",3,3,7,4,1.13%
net.sf.freecol.util.test.FreeColTestCase.setGame(Game),7,8,11,3,1.78%
"net.sf.freecol.util.test.FreeColTestCase.setProductionBonus(Colony, int)",5,7,18,11,2.91%
net.sf.freecol.util.test.FreeColTestCase.setUp(),0,0,8,8,1.29%
net.sf.freecol.util.test.FreeColTestCase.spec(),0,0,3,3,0.49%
net.sf.freecol.util.test.FreeColTestCase.spec(String),0,0,3,3,0.49%
net.sf.freecol.util.test.FreeColTestCase.tearDown(),1,0,5,4,0.81%
net.sf.freecol.util.test.FreeColTestUtils.ColonyBuilder.ColonyBuilder(Game),0,0,4,4,3.28%
net.sf.freecol.util.test.FreeColTestUtils.ColonyBuilder.addColonist(UnitType),0,0,8,8,6.56%
net.sf.freecol.util.test.FreeColTestUtils.ColonyBuilder.build(),15,0,47,34,38.52%
net.sf.freecol.util.test.FreeColTestUtils.ColonyBuilder.colonyName(String),0,0,7,7,5.74%
net.sf.freecol.util.test.FreeColTestUtils.ColonyBuilder.colonyTile(Tile),0,0,8,8,6.56%
net.sf.freecol.util.test.FreeColTestUtils.ColonyBuilder.initialColonists(int),0,0,7,7,5.74%
net.sf.freecol.util.test.FreeColTestUtils.ColonyBuilder.player(Player),0,0,8,8,6.56%
net.sf.freecol.util.test.FreeColTestUtils.ColonyBuilder.reset(),0,0,4,4,3.28%
net.sf.freecol.util.test.FreeColTestUtils.ColonyBuilder.setGame(Game),0,0,4,4,3.28%
net.sf.freecol.util.test.FreeColTestUtils.ColonyBuilder.setStartingParams(),4,0,11,7,9.02%
net.sf.freecol.util.test.FreeColTestUtils.getColonyBuilder(),0,0,13,13,8.97%
net.sf.freecol.util.test.FreeColTestUtils.setStudentSelection(boolean),0,0,7,7,4.83%
net.sf.freecol.util.test.MockMapGenerator.MockMapGenerator(Map),0,0,3,3,6.98%
"net.sf.freecol.util.test.MockMapGenerator.generateEmptyMap(Game, int, int, LogBuilder)",4,3,7,4,16.28%
"net.sf.freecol.util.test.MockMapGenerator.generateMap(Game, Map, boolean, LogBuilder)",6,3,26,21,60.47%
net.sf.freecol.util.test.MockMapGenerator.setMap(Map),0,0,3,3,6.98%
net.sf.freecol.util.test.MockPseudoRandom.MockPseudoRandom(),0,0,3,3,5.36%
"net.sf.freecol.util.test.MockPseudoRandom.MockPseudoRandom(List<Integer>, boolean)",0,0,6,6,10.71%
net.sf.freecol.util.test.MockPseudoRandom.getNext(),0,0,16,16,28.57%
net.sf.freecol.util.test.MockPseudoRandom.nextDouble(),0,0,5,5,8.93%
net.sf.freecol.util.test.MockPseudoRandom.nextFloat(),0,0,5,5,8.93%
net.sf.freecol.util.test.MockPseudoRandom.nextInt(int),0,0,9,9,16.07%
"net.sf.freecol.util.test.MockPseudoRandom.setNextNumbers(List<Integer>, boolean)",0,0,5,5,8.93%

Class,CLOC,JLOC,LOC
net.sf.freecol.AllTests,6,3,22
net.sf.freecol.FreeCol,508,412,"1,451"
net.sf.freecol.FreeCol.LogLevel,3,1,18
net.sf.freecol.client.AllTests,2,0,10
net.sf.freecol.client.ClientOptions,314,254,822
net.sf.freecol.client.ClientTestHelper,3,0,30
net.sf.freecol.client.FreeColClient,418,343,874
net.sf.freecol.client.control.AllTests,2,0,9
net.sf.freecol.client.control.ClientInputHandler,15,14,31
net.sf.freecol.client.control.ConnectController,172,109,483
net.sf.freecol.client.control.FreeColClientHolder,75,75,122
net.sf.freecol.client.control.InGameController,"1,638","1,297","4,806"
net.sf.freecol.client.control.InGameController.MoveMode,4,4,15
net.sf.freecol.client.control.MapEditorController,86,84,263
net.sf.freecol.client.control.MapTransform,29,29,39
net.sf.freecol.client.control.MoveTest,0,0,35
net.sf.freecol.client.control.PreGameController,139,130,301
net.sf.freecol.client.control.SoundController,53,39,109
net.sf.freecol.client.gui.AllTests,2,0,9
net.sf.freecol.client.gui.Canvas,415,336,"1,275"
net.sf.freecol.client.gui.Canvas.ToolBoxFrame,1,1,2
net.sf.freecol.client.gui.CanvasMapEditorMouseListener,45,36,178
net.sf.freecol.client.gui.CanvasMouseListener,39,23,79
net.sf.freecol.client.gui.CanvasMouseMotionListener,16,14,37
net.sf.freecol.client.gui.ChoiceItem,105,102,206
net.sf.freecol.client.gui.FontLibrary,110,103,216
net.sf.freecol.client.gui.FontLibrary.FontType,10,10,15
net.sf.freecol.client.gui.FontTest,0,0,26
net.sf.freecol.client.gui.FrameMotionListener,18,17,58
net.sf.freecol.client.gui.FreeColFrame,32,18,99
net.sf.freecol.client.gui.FullScreenFrameListener,51,44,87
net.sf.freecol.client.gui.GUI,"1,457","1,420","2,220"
net.sf.freecol.client.gui.GUI.ViewMode,1,1,7
net.sf.freecol.client.gui.GrayLayer,35,32,113
net.sf.freecol.client.gui.ImageLibrary,587,550,"1,589"
net.sf.freecol.client.gui.ImageLibrary.PathType,12,12,34
net.sf.freecol.client.gui.LoadingSavegameInfo,28,28,57
net.sf.freecol.client.gui.ModifierFormat,2,1,77
net.sf.freecol.client.gui.ScrollThread,21,21,83
net.sf.freecol.client.gui.Scrolling,42,34,128
net.sf.freecol.client.gui.Size,5,5,40
net.sf.freecol.client.gui.SplashScreen,10,10,25
net.sf.freecol.client.gui.SwingGUI,742,645,"2,321"
net.sf.freecol.client.gui.SwingGUI.PopupPosition,4,4,11
net.sf.freecol.client.gui.TilePopup,63,55,402
net.sf.freecol.client.gui.Widgets,441,438,"1,023"
net.sf.freecol.client.gui.Widgets.DialogCallback,16,14,41
net.sf.freecol.client.gui.WindowedFrameListener,43,43,76
net.sf.freecol.client.gui.action.AboutAction,12,11,22
net.sf.freecol.client.gui.action.ActionManager,61,59,219
net.sf.freecol.client.gui.action.AssignTradeRouteAction,16,14,35
net.sf.freecol.client.gui.action.AttackRangedAction,13,11,35
net.sf.freecol.client.gui.action.BuildColonyAction,17,14,37
net.sf.freecol.client.gui.action.CenterAction,12,11,27
net.sf.freecol.client.gui.action.ChangeAction,24,22,75
net.sf.freecol.client.gui.action.ChangeWindowedModeAction,12,11,24
net.sf.freecol.client.gui.action.ChatAction,18,16,35
net.sf.freecol.client.gui.action.ClearOrdersAction,12,11,22
net.sf.freecol.client.gui.action.ColopediaAction,13,12,35
net.sf.freecol.client.gui.action.ColopediaAction.PanelType,1,0,9
net.sf.freecol.client.gui.action.ContinueAction,13,11,34
net.sf.freecol.client.gui.action.DebugAction,16,14,32
net.sf.freecol.client.gui.action.DeclareIndependenceAction,16,14,32
net.sf.freecol.client.gui.action.DetermineHighSeasAction,16,14,36
net.sf.freecol.client.gui.action.DisbandUnitAction,12,11,23
net.sf.freecol.client.gui.action.DisplayBordersAction,12,11,25
net.sf.freecol.client.gui.action.DisplayFogOfWarAction,16,11,38
net.sf.freecol.client.gui.action.DisplayGridAction,12,11,25
net.sf.freecol.client.gui.action.DisplayTileTextAction,17,15,52
net.sf.freecol.client.gui.action.DisplayTileTextAction.DisplayText,1,0,7
net.sf.freecol.client.gui.action.EndTurnAction,14,13,24
net.sf.freecol.client.gui.action.EuropeAction,17,15,33
net.sf.freecol.client.gui.action.ExecuteGotoOrdersAction,12,11,22
net.sf.freecol.client.gui.action.FindSettlementAction,12,11,22
net.sf.freecol.client.gui.action.FortifyAction,16,14,33
net.sf.freecol.client.gui.action.FreeColAction,166,155,325
net.sf.freecol.client.gui.action.FreeColAction.InnerMenuKeyListener,10,8,32
net.sf.freecol.client.gui.action.GotoAction,18,16,35
net.sf.freecol.client.gui.action.GotoTileAction,16,14,31
net.sf.freecol.client.gui.action.ImprovementAction,20,18,44
net.sf.freecol.client.gui.action.LoadAction,16,14,46
net.sf.freecol.client.gui.action.MapControlsAction,16,14,34
net.sf.freecol.client.gui.action.MapEditorAction,12,11,22
net.sf.freecol.client.gui.action.MapboardAction,14,13,27
net.sf.freecol.client.gui.action.MiniMapToggleFogOfWarAction,18,17,46
net.sf.freecol.client.gui.action.MiniMapToggleViewAction,18,17,46
net.sf.freecol.client.gui.action.MiniMapZoomInAction,22,20,44
